RUC;RAZON_SOCIAL;TERCEROS;COD_CIIU;ZONA;PAIS;SEGMENTO;RUBRO
7379130;MANTENIMIENTO Y SERVICIOS SFG S.A.C.;INTELIBPO;2466;AREQUIPA;PERU;INDUSTRIAS MANUFACTURERAS;REPARACI?N DE MAQUINARIA
9767582;AYHOROS S.A.C.;INTELIBPO;6735;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NCP
7871160;SERVICIOS GENERALES REYPONC SAC;INTELIBPO;8800;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
9334899;STARTUPS HUAYUAN FOOD CULTURA SOCIEDAD ANONIMA CERRADA;INTELIBPO;3012;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
7449885;CONTRATISTAS CONSTRUCTORA E INMOBILIARIA C M SAC;INTELIBPO;7889;ICA;PERU;CONSTRUCCI?N;OTRAS ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCI?N
5241564;WABA INTERNATIONAL E.I.R.L.;INTELIBPO;5104;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE OTROS ENSERES DOM?STICOS
7131877;CENTRO DE ESTIMULACION TEMPRANA CRECER S.A.C.;INTELIBPO;6714;UCAYALI;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
3224452;BOTICA CHAVIN S.A.C.;INTELIBPO;3506;ANCASH;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
4856651;ST. JOSEPH CENTRO MEDICO S.A.C.;INTELIBPO;6412;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS
7271446;COEX INGENIERIA Y CONSTRUCCION SA;INTELIBPO;4694;TUMBES;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
6837587;CORPORACION CIMENTO S.A.C.;INTELIBPO;8340;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCI?N O POR CONTRATA
5316315;ESTACION DE SERVICIOS ANRY SOCIEDAD ANONIMA CERRADA;INTELIBPO;2921;JUNIN;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEH?CULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
9005275;GERPASS S.A.C.;INTELIBPO;5344;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS TIPOS DE MAQUINARIA DE USO GENERAL
9864831;CORPORACION EDUCATIVA LA MERCED S.R.L.;INTELIBPO;4218;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
6810951;DEL CONTRATISTAS SOCIEDAD ANONIMA CERRADA;INTELIBPO;6542;SAN MARTIN;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
3082716;NACESA E I R L;INTELIBPO;3935;LIMA;PERU;ENSE?ANZA;OTROS TIPOS DE ENSE?ANZA NCP
5397881;MUNICIPALIDAD DISTRITAL DE SAUCEPAMPA;INTELIBPO;5808;CAJAMARCA;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
3039911;MUNICIPALIDAD DISTRITAL DE CHICHAS;INTELIBPO;9813;AREQUIPA;PERU;ACTIVIDADES ART?STICAS DE ENTRETENIMIENTO Y RECREATIVAS;ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS
6487490;MUNICIPALIDAD DIST TORIBIO CASANOVA;INTELIBPO;4686;CAJAMARCA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE ORGANIZACIONES POL?TICAS
4212369;MUNICIPALIDAD DISTRITAL DE BAMBAS;INTELIBPO;5204;ANCASH;PERU;ADMINISTRACI?N P?BLICA Y DEFENSA PLANES DE SEGURIDAD SOCIAL DE AFILIACI?N OBLIGATORIA;ACTIVIDADES DE LA ADMINISTRACI?N P?BLICA EN GENERAL
4784638;GRUPO DE CONTADORES Y SOCIEDAD AUDITORA SOCIEDAD ANONIMA CERRADA;INTELIBPO;4565;AREQUIPA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONTABILIDAD TENEDUR?A DE LIBROS Y AUDITOR?A CONSULTOR?A FISCAL
7527509;HENKY S HOUSE E.I.R.L.;INTELIBPO;6025;LAMBAYEQUE;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
6385900;JCA PROYECTOS DISE?OS Y SERVICIOS GENERALES E.I.R.L.;INTELIBPO;8171;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;REPARACI?N DE MUEBLES Y ACCESORIOS DOM?STICOS
9190700;COLEGIO ODONTOLOGICO DEL PERU - REGION CAJAMARCA;INTELIBPO;3784;CAJAMARCA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE ASOCIACIONES PROFESIONALES
8192316;ADYKAR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;6325;HUANUCO;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
7087992;INVERSIONES INDUSTRIALES COPACABANA S.A.C.;INTELIBPO;3551;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;PREPARACI?N E HILATURA DE FIBRAS TEXTILES
6544151;LOAYZA QUISPE MARIBEL ARISTENIA;INTELIBPO;6494;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
7046348;LAZARO INFANTES RICHARD MANFREDO;INTELIBPO;4224;LA LIBERTAD;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
6180983;B&Z E.I.R.L;INTELIBPO;8611;SAN MARTIN;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS
6347858;TELEREDES SUR E.I.R.L.;INTELIBPO;5715;CUSCO;PERU;INFORMACI?N Y COMUNICACIONES;OTRAS ACTIVIDADES DE TELECOMUNICACI?N
8169043;CENTRO ODONTOLOGICO MEGO ZARATE S.A.C.;INTELIBPO;2835;LA LIBERTAD;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS
3688922;INVERSIONES LESAMA S.A.C.;INTELIBPO;3613;CALLAO;PERU;INDUSTRIAS MANUFACTURERAS;REPARACI?N DE EQUIPO DE TRANSPORTE EXCEPTO VEH?CULOS AUTOMOTORES
4331510;COORPORACION INDUSTRIAL FRAMI E.I.R.L.;INTELIBPO;9284;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
9505073;K Y M CONSTRUCTORA INMOBILIARIA Y SERVICIOS SOCIEDAD ANONIMA CERRADA;INTELIBPO;4605;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
6014271;MARIOS SPORT FASHION SA;INTELIBPO;3597;UCAYALI;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO
9507717;MINCHOLA FARFAN ELSA PATRICIA;INTELIBPO;5342;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS
4446481;A2Z S.A.C.;INTELIBPO;8723;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
3142705;CORPORACION TEURONELPER R&M S.A.C.;INTELIBPO;4576;LAMBAYEQUE;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NCP
9790619;GUARNIZO CORP S.A.C.;INTELIBPO;8152;LIMA;PERU;CONSTRUCCI?N;TERMINACI?N Y ACABADO DE EDIFICIOS
6646105;BYS ENERGY E.I.R.L.;INTELIBPO;9102;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS TIPOS DE EQUIPO EL?CTRICO
6850822;FULL MOTORS MELENDEZ E.I.R.L.;INTELIBPO;3434;LORETO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;MANTENIMIENTO Y REPARACI?N DE VEH?CULOS AUTOMOTORES
9465515;NEGOCIACIONES Y DISTRIBUCIONES OK EIRL;INTELIBPO;2162;ICA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
4272604;QUIJATEL S.A.C.;INTELIBPO;7675;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ORDENADORES EQUIPO PERIF?RICO PROGRAMAS INFORM?TICOS Y EQUIPO DE TELECOMUNICACIONES EN COMERCIOS ESPECIALIZADOS
5785035;ARAUJO CACHAY ANTONIO ALI;INTELIBPO;8044;CAJAMARCA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRENDAS DE VESTIR CALZADO Y ART?CULOS DE CUERO EN COMERCIOS ESPECIALIZADOS
4746134;MULTISERVICIOS TELESYSTEM S.R.L.;INTELIBPO;8942;CAJAMARCA;PERU;INFORMACI?N Y COMUNICACIONES;PROGRAMACI?N Y TRANSMISIONES DE TELEVISI?N
3089309;LOGISTICA & SERVICIOS INTEGRALES S.A.C.;INTELIBPO;7834;AREQUIPA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;OTRAS ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS NCP
5985327;SL ENGINEERS S.A.C.;INTELIBPO;3199;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SERVICIO DE SISTEMAS DE SEGURIDAD
9349809;COSMOS GPS S.A.C.;INTELIBPO;3859;TACNA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;MANTENIMIENTO Y REPARACI?N DE VEH?CULOS AUTOMOTORES
4861579;SERVICIOS Y TRANSPORTES BRYARI E.I.R.L;INTELIBPO;8686;ICA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
6041457;AXBAR S.A.C.;INTELIBPO;3676;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE APARATOS EL?CTRICOS DE USO DOM?STICO  MUEBLES EQUIPO DE ILUMINACI?N Y OTROS ENSERES DOM?STICOS EN COMERCIOS ESPECIALIZADOS
7650629;KENNER INGENIERIA SOCIEDAD ANONIMA CERRADA;INTELIBPO;9770;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
9740168;VIDRIERIA LOZANO SAC;INTELIBPO;5678;SAN MARTIN;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
4657808;FALCON AVILA CARLOS ANTONIO;INTELIBPO;5018;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
9608637;SOKAMICA S.A.C.;INTELIBPO;2409;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
6141346;CALLE LOS CASTA?OS NUMERO 432-440-446 URBANIZACION COUNTRY CLUB DISTRITO DE SAN ISIDRO;INTELIBPO;6895;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE OTRAS ASOCIACIONES NCP
8077401;GRUPBAL SOCIEDAD ANONIMA CERRADA;INTELIBPO;5165;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
3826217;INNOVA DIGITAL SOLUTIONS S.A.C. - INDIGITAL;INTELIBPO;3210;LIMA;PERU;INFORMACI?N Y COMUNICACIONES;CONSULTOR?A DE INFORM?TICA Y DE GESTI?N DE INSTALACIONES INFORM?TICAS
3090413;D & L SERVICE S.A.C.;INTELIBPO;4015;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;REPARACI?N DE MAQUINARIA
6933421;SELVA TECNOLOGICA DE IMPORTACIONES SAC;INTELIBPO;4941;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS PUESTOS DE VENTA O MERCADOS
5720022;VIVA CUSCO TOUR OPERATOR E.I.R.L.;INTELIBPO;2651;CUSCO;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE AGENCIAS DE VIAJES
8048496;CORPORACION BMB DRUGS FIELD E.I.R.L.;INTELIBPO;9567;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
9017375;CONSOL EMPRESARIAL E.I.R.L.;INTELIBPO;2391;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
6819638;AL MIR CURIOSIDADES EMER COLOR S.A.C.;INTELIBPO;7521;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS
9783644;INVERSIONES ALBEMIL CONTRATISTAS GENERALES S.R.L.;INTELIBPO;6674;JUNIN;PERU;CONSTRUCCI?N;OTRAS ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCI?N
7246212;GARCIA VALDIVIA CARLOS AUGUSTO;INTELIBPO;8909;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
3392561;A & R CENTRO DE CAPACITACION Y CONSULTORIA E.I.R.L.;INTELIBPO;4714;PIURA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
4508902;PERALTA APESTEGUI DANTE JAVIER;INTELIBPO;2465;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
8731715;CONSTRUCTORA E INMOBILIARIA CROSETTI SAC;INTELIBPO;6131;SAN MARTIN;PERU;ACTIVIDADES INMOBILIARIAS;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS
5151463;AQUINO REQUENA ROLANDO ADALBERTO;INTELIBPO;8790;PIURA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;REPARACI?N DE EQUIPOS COMUNICACIONALES
5339232;INGENIERIA Y CONSTRUCCION ALDRIANO S.A.C.;INTELIBPO;2900;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
4789051;FIBERZONE SOCIEDAD ANONIMA CERRADA;INTELIBPO;6751;SAN MARTIN;PERU;INFORMACI?N Y COMUNICACIONES;ACTIVIDADES DE TELECOMUNICACIONES AL?MBRICAS
4676807;L & V REPUESTOS E IMPORTACIONES E.I.R.L.;INTELIBPO;2124;AREQUIPA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTAS DE PARTES PIEZAS Y ACCESORIOS PARA VEH?CULOS AUTOMOTORES
5418805;VASE KOLOR S.A.C.;INTELIBPO;6050;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;ACABADO DE PRODUCTOS TEXTILES
3920828;HUABRI SERVICIOS GENERALES E.I.R.L.;INTELIBPO;9091;LIMA;PERU;CONSTRUCCI?N;OTRAS ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCI?N
5980012;MOTOMAKER S.A.C.;INTELIBPO;8092;CALLAO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA MANTENIMIENTO Y REPARACI?N DE MOTOCICLETAS Y DE SUS PARTES PIEZAS Y ACCESORIOS
5000265;MIAPU E.I.R.L.;INTELIBPO;2774;CUSCO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
9570871;SERVICIOS GENERALES SAYZA E.I.R.L;INTELIBPO;5694;LA LIBERTAD;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
3247721;AVILA COMERCIAL S.R.L.;INTELIBPO;9964;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS E INSTALACIONES INDUSTRIALES
8831159;RENERGIA SA;INTELIBPO;3410;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
5785111;INGEO SOLUCIONES GEOGRAFICAS S.A.C.;INTELIBPO;8096;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
7146117;MULTISERVICIOS VIERA S.R.L;INTELIBPO;9190;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE
4535427;ALLGROUP SAC;INTELIBPO;5056;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;LIMPIEZA GENERAL DE EDIFICIOS
4444952;SERGEL E.I.R.LTDA.;INTELIBPO;4222;PUNO;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ALQUILER Y ARRENDAMIENTO DE VEH?CULOS AUTOMOTORES
7519403;GRUPO PALCOR S.A.;INTELIBPO;7503;PUNO;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
6820806;TEXTILES MAG & M S.A.C.;INTELIBPO;4128;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;ACABADO DE PRODUCTOS TEXTILES
7508366;MATIZADOS ALFE S.R.L.;INTELIBPO;6244;AREQUIPA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
4771928;INFORMATION TECNOLOGY SERVICES EIRL;INTELIBPO;5039;CUSCO;PERU;INFORMACI?N Y COMUNICACIONES;OTRAS ACTIVIDADES DE TECNOLOG?A DE LA INFORMACI?N Y DE SERVICIOS INFORM?TICOS
3935975;LUNA ROMAN JODHNA MARLENY;INTELIBPO;6264;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
6574327;GRUPO XIOMAR E.I.R.L.;INTELIBPO;4749;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRENDAS DE VESTIR CALZADO Y ART?CULOS DE CUERO EN COMERCIOS ESPECIALIZADOS
5063966;MELENDEZ VASQUEZ CHRISTIAN ROMAN;INTELIBPO;3895;SAN MARTIN;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
6495974;ARAUJO GAMARRA MARITZA ROSARIO;INTELIBPO;5878;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
4232474;LOA CANA GONZALO WILBER;INTELIBPO;2398;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
5593373;LUNA VICTORIA RIVERA TERLINDA DEL ROCIO;INTELIBPO;7926;LIMA;PERU;ACTIVIDADES INMOBILIARIAS;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS
9078215;HEREDIA VELASCO DE ARIAS GLADYS JOVITA;INTELIBPO;7203;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
4820109;ZACNICH TEVES GISELLA VIOLETA;INTELIBPO;8748;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
6719949;SU WAY SHONG;INTELIBPO;3021;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
6360171;BAEZ PUMA GLADIS;INTELIBPO;2900;AREQUIPA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
9621445;TERRONES MUDARRA SANTOS ABELARDO;INTELIBPO;8013;LA LIBERTAD;PERU;EXPLOTACI?N DE MINAS Y CANTERAS;EXTRACCI?N DE OTROS MINERALES METAL?FEROS NO FERROSOS
9504568;OMNITRACK SOCIEDAD ANONIMA CERRADA;INTELIBPO;9205;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE
3129472;TRANSP. SOFIA PERU S.A.C.;INTELIBPO;8436;LA LIBERTAD;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
7217722;SEALMIN S.A.C.;INTELIBPO;4443;PUNO;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
9460140;SOTEIH SERVICIOS GENERALES S.A.C.;INTELIBPO;4971;AREQUIPA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ALQUILER Y ARRENDAMIENTO DE VEH?CULOS AUTOMOTORES
9439199;GRUPO CONSTRUCTOR FOCSA SAC.;INTELIBPO;6340;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
9532867;VILLA SAN LUIS S.A.C.;INTELIBPO;6562;LA LIBERTAD;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS
8179534;PANORAMA EMPRESARIAL DEL NORTE S.A.C.;INTELIBPO;3553;LA LIBERTAD;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE SERVICIO DE BEBIDAS
8365955;MARTINITA E.I.R.L;INTELIBPO;5164;LA LIBERTAD;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
7560823;INVESTIGACION PARA EL DESARROLLO HUMANO SAC;INTELIBPO;5124;CUSCO;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NCP
