RUC;RAZON_SOCIAL;TERCEROS;COD_CIIU;ZONA;PAIS;SEGMENTO;RUBRO
6345557;GONZALEZ DE REBAZA AUGUSTA ENRIQUETA;INTELIBPO;6768;LA LIBERTAD;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
5377996;MVD CONTADORES S.A.C.;INTELIBPO;5568;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONTABILIDAD TENEDUR?A DE LIBROS Y AUDITOR?A CONSULTOR?A FISCAL
7094004;CONTROL TOTAL FUMIGACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;4451;AREQUIPA;PERU;SUMINISTRO DE AGUA EVACUACI?N DE AGUAS RESIDUALES GESTI?N DE DESECHOS Y DESCONTAMINACI?N;TRATAMIENTO Y ELIMINACI?N DE DESECHOS NO PELIGROSOS
5011215;CONSORCIO EL MANA;INTELIBPO;8479;SAN MARTIN;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
8047369;SERVICIOS GENERALES PANASUR S.R.L.;INTELIBPO;8561;AREQUIPA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTAS DE PARTES PIEZAS Y ACCESORIOS PARA VEH?CULOS AUTOMOTORES
6279534;EPIFANIA CATERING S.A.C.;INTELIBPO;5352;LA LIBERTAD;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
4706399;MANTENIMIENTO Y CONSULTORIA INDUSTRIAL E.I.R.L.;INTELIBPO;6500;LA LIBERTAD;PERU;SUMINISTRO DE ELECTRICIDAD GAS VAPOR Y AIRE ACONDICIONADO;GENERACI?N TRANSMISI?N Y DISTRIBUCI?N DE ENERG?A EL?CTRICA
4046389;DESARROLLADORA SANTA MARIA DEL NORTE S.A.C.;INTELIBPO;8858;LIMA;PERU;ACTIVIDADES INMOBILIARIAS;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS
3975392;PISCO VILCAPUMA JUAN PABLO;INTELIBPO;8397;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
4295854;JCVE INVERSIONES E.I.R.L.;INTELIBPO;9506;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
3754289;VERTIZ CONTRATISTAS Y SOLUCIONES S.A.C.;INTELIBPO;9094;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
8083083;GROUP BUILDING DREAMS S.A.C.;INTELIBPO;4147;LA LIBERTAD;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA EQUIPO Y BIENES TANGIBLES
5308758;CONSORCIO CONSTRUCCIONES INTEGRALES;INTELIBPO;9226;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
8660996;NEGOCIOS Y SERVICIOS GENERALES MATG E.I.R.L.;INTELIBPO;9311;PIURA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
5289287;GRAFICA Y COMUNICACION CONSULTORES E.I.R.L.;INTELIBPO;3966;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES ESPECIALIZADAS DE DISE?O
9453746;FERROTOOLS S.A.C.;INTELIBPO;5105;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
4589940;JERAR S.A.C.;INTELIBPO;9315;PIURA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
8909533;GRUPO BITATEL PERU S.A.C.;INTELIBPO;6888;PUNO;PERU;INFORMACI?N Y COMUNICACIONES;OTRAS ACTIVIDADES DE TELECOMUNICACI?N
6840141;V & K PUBLICIDAD PLUS S.A.C.;INTELIBPO;2544;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;IMPRESI?N
4500202;SERVICIOS TECNOLOGICOS WIFINET EIRL;INTELIBPO;7897;LAMBAYEQUE;PERU;INFORMACI?N Y COMUNICACIONES;OTRAS ACTIVIDADES DE TECNOLOG?A DE LA INFORMACI?N Y DE SERVICIOS INFORM?TICOS
7928931;MULTISERVICIOS G?ERE MALPARTIDA SOCIEDAD ANONIMA CERRADA;INTELIBPO;8547;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
7095120;PUICAN ZARPAN DESARROLLADOR INMOBILIARIO SOCIEDAD ANOMINA CERRADA;INTELIBPO;6844;CAJAMARCA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
4872192;TRANSPORTE DGA GAINZA E.I.R.L.;INTELIBPO;4074;AREQUIPA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
7824052;NOVEDADES INGRID E.I.R.L.;INTELIBPO;3530;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE OTROS ENSERES DOM?STICOS
9788380;EMPRESA DE SERVICIOS GENERALES SEGURIDAD Y RESGUARDOS MACC SEGURIDAD S.A.C.;INTELIBPO;9287;CALLAO;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
3054943;BRAND LATAM S.A.C.;INTELIBPO;4643;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;PUBLICIDAD
3114797;CONSORCIO PUERTO ENRIQUE;INTELIBPO;3097;UCAYALI;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
4651170;EGP INGENIERIA CONSULTORIA Y SERVICIOS E.I.R.L.;INTELIBPO;4258;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
5319984;RESTAURANT PUB DON CARLITOS E.I.R.L.;INTELIBPO;2492;PIURA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
7377994;COLEGIO CRISTO DE LA PAZ S.A.C.;INTELIBPO;7518;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
3611771;CONSORCIO PASCO;INTELIBPO;6944;PASCO;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
7315832;CORPORACION INDUSTRIAL INCAICO S.A.C.;INTELIBPO;2608;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS PRODUCTOS QU?MICOS NCP
4369997;VALDIVIEZO CARHUACHINCHAY JOSE MARIA;INTELIBPO;6525;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
7627994;ANAYA MOLINA MARY LUZ;INTELIBPO;9743;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL
4965562;BLAS ELIAS KAREN MADELEINE;INTELIBPO;4506;ANCASH;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
4413298;ROOT NUTRITION S.A.C.S;INTELIBPO;2904;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO
7564870;CONSTRUCCION MINERIA Y TRANSPORTES YANAWARA S.A.C;INTELIBPO;5515;APURIMAC;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
9098092;SERVICIOS GENERALES ARFAV E.I.R.L.;INTELIBPO;2890;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
5717753;ARS IN FERRUM EIRL - ARINFER EIRL;INTELIBPO;7678;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
4899577;CONING CONTRATISTAS GENERALES S.A.C.;INTELIBPO;9454;LIMA;PERU;CONSTRUCCI?N;INSTALACIONES EL?CTRICAS
4175886;FDCORP COMPUTERS SOCIEDAD ANONIMA CERRADA;INTELIBPO;8555;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
9318220;CALDERON SOTO GIANNINA ROSARIO;INTELIBPO;9729;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;ELABORACI?N Y CONSERVACI?N DE CARNE
5227649;MC GAMING PERU S.A.C.;INTELIBPO;2712;LIMA;PERU;ACTIVIDADES ART?STICAS DE ENTRETENIMIENTO Y RECREATIVAS;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS
4115240;TALLERES ASOCIADOS S.A.C.;INTELIBPO;6429;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE CALZADO
7908913;GRUPO MENH CONSTRUCTORA Y CONSULTORA S.A.C.;INTELIBPO;9028;ANCASH;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
4300645;RADIODIFUSION LITORAL S.R.L.;INTELIBPO;3990;MOQUEGUA;PERU;INFORMACI?N Y COMUNICACIONES;PROGRAMACI?N Y TRANSMISIONES DE TELEVISI?N
9292419;PERFUMERIA GIULIA E.I.R.L;INTELIBPO;4496;ICA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
9355115;CORPORACION ARIAN E.I.R.L.;INTELIBPO;3271;ICA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
8877264;STAR CINEMA GROUP SOCIEDAD ANONIMA CERRADA;INTELIBPO;2452;LIMA;PERU;INFORMACI?N Y COMUNICACIONES;ACTIVIDADES DE POSTPRODUCCI?N DE PEL?CULAS CINEMATOGR?FICAS V?DEOS Y PROGRAMAS DE TELEVISI?N
4841451;AGROINVERSIONES FLORES A  Y  F E.I.R.L.;INTELIBPO;3442;ICA;PERU;AGRICULTURA GANADERIA SILVICULTURA Y PESCA;CULTIVO DE CEREALES (EXCEPTO ARROZ) LEGUMBRES Y SEMILLAS OLEAGINOSAS
4811959;ELIAB SEGURIDAD CORPORATIVA S.A.C.;INTELIBPO;3501;LA LIBERTAD;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
6042080;R  Y  S AUTOMOTRIZ ONE S.A.C.;INTELIBPO;5830;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;MANTENIMIENTO Y REPARACI?N DE VEH?CULOS AUTOMOTORES
5665598;COFFEE BOX ALIMENTACION S.A.C.;INTELIBPO;7619;LA LIBERTAD;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
3570694;MMORGAV SERVICIOS GENERALES SOCIEDAD ANONIMA CERRADA;INTELIBPO;3963;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
4608633;CONSTRUCCIONES Y SERVICIOS OEVN E.I.R.L.;INTELIBPO;2210;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE OTRAS OBRAS DE INGENIER?A CIVIL
3417148;MEJIA VILCHEZ   Y  VASQUEZ RAMIREZ SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA;INTELIBPO;5379;PIURA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES JURIDICAS
8005446;JP SOLUCIONES LOGISTICA E.I.R.L.;INTELIBPO;6501;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
4382419;CONSORCIO SIERRA SUR;INTELIBPO;6368;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
9668391;IMPORTACIONES A Y S E.I.R.L.;INTELIBPO;2214;UCAYALI;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE OTROS ENSERES DOM?STICOS
7480326;ALTOS EJECUTIVOS Y GERENTES S.A.C.;INTELIBPO;8213;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;PUBLICIDAD
8156260;SOL TRUJILLANO E.I.R.L.;INTELIBPO;9118;ANCASH;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
9569277;ARIES CPS  Y  SERVICIOS GENERALES S.A.C.;INTELIBPO;5042;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;OTRAS ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS NCP
8511646;ROJAS ORDO?EZ FIORELLA NICOLE;INTELIBPO;7809;LA LIBERTAD;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;PUBLICIDAD
5807110;PROYECTOS ALEVARAR S.A.C.S;INTELIBPO;7247;LAMBAYEQUE;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
8823539;ZUKAPUCA REAL S.A.C.;INTELIBPO;3266;LA LIBERTAD;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
4785706;CORPMIN BLAS E.I.R.L.;INTELIBPO;2580;LA LIBERTAD;PERU;EXPLOTACI?N DE MINAS Y CANTERAS;EXTRACCI?N DE OTROS MINERALES METAL?FEROS NO FERROSOS
9197919;M E ASOCIADOS  Y  CONSULTORES SOCIEDAD ANONIMA CERRADA - M E ASOCIADOS  Y  CONSULTORES S.A.C.;INTELIBPO;4892;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NCP
8011642;GRUPO JOVALCO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;3337;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;REPARACI?N DE EQUIPO EL?CTRICO
7228532;PIDEPET SOCIEDAD ANONIMA CERRADA;INTELIBPO;3086;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
8449786;GRUPO CAPITAL S  Y  R E.I.R.L.;INTELIBPO;6240;LAMBAYEQUE;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE OTRAS ASOCIACIONES NCP
5009834;SEGURIDAD Y CONTROL EMPRESARIAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;3669;PIURA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
7103101;GRUPO SEAL S.A.C.;INTELIBPO;5362;LAMBAYEQUE;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
9118658;COMPAIA FAQUI S.A.C.;INTELIBPO;5304;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
5135960;WISE BOX PERU S.A.C.;INTELIBPO;6676;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;ACTIVIDADES DE MENSAJER?A
4654719;AGROOPAITA S.A.C.;INTELIBPO;3692;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS
5461788;DIPOBRAS CONTRATISTAS GENERALES S.A.C.;INTELIBPO;2406;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
5981588;TURISMO MEGA BUS S.A.C.;INTELIBPO;4501;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE POR V?A TERRESTRE
5311976;TEDDY BUS E.I.R.L.;INTELIBPO;8158;AREQUIPA;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE POR V?A TERRESTRE
4520552;JHAPIZA CONCRETOS DEL PERU E.I.R.L.;INTELIBPO;3215;LIMA;PERU;CONSTRUCCI?N;OTRAS ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCI?N
7468370;CONTAXES PERU E.I.R.L.;INTELIBPO;8611;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONTABILIDAD TENEDUR?A DE LIBROS Y AUDITOR?A CONSULTOR?A FISCAL
3436528;LUZ DEL DIA S.A.C.;INTELIBPO;7631;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO
8650787;FONG FIGUEROA DIEGO ANTONIO;INTELIBPO;4331;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
6692251;GRUPO ERKA PERU S.A.C.;INTELIBPO;9603;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;OTRAS ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS NCP
8123412;DISTRIBUIDOR DE CERAMICAS Y ACABADOS DEL SUR S.R.L.;INTELIBPO;2560;MADRE DE DIOS;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
4914514;SERBRIMAN SAC;INTELIBPO;5654;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;REPARACI?N DE PRODUCTOS ELABORADOS DE METAL
6724565;ALINEA PILATES S.A.C.;INTELIBPO;5876;PIURA;PERU;ENSE?ANZA;EDUCACI?N DEPORTIVA Y RECREATIVA
4297927;CAMPOS CIENFUEGOS S.A.C.;INTELIBPO;5431;LIMA;PERU;AGRICULTURA GANADERIA SILVICULTURA Y PESCA;CULTIVO DE HORTALIZAS Y MELONES RA?CES Y TUB?RCULOS
4118590;AROMAS Y SALUD S.R.L;INTELIBPO;6925;PIURA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;PELUQUER?A Y OTROS TRATAMIENTOS DE BELLEZA
5823184;ASTRO BRANDS E.I.R.L.;INTELIBPO;4347;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
9793747;GONZALITO COCINA S.A.C.;INTELIBPO;3843;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;SUMINISTRO DE COMIDAS POR ENCARGO
5623953;CONSORCIO FE Y ALEGRIA;INTELIBPO;2760;CAJAMARCA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE PROYECTOS DE SERVICIO P?BLICO
4316036;OLMOS RETAIL S.A.C;INTELIBPO;3529;LAMBAYEQUE;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS
6238934;HUAMAN GIL LISED;INTELIBPO;7356;CUSCO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
9706185;CORPORACION THA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;5381;AREQUIPA;PERU;INDUSTRIAS MANUFACTURERAS;ACABADO DE PRODUCTOS TEXTILES
7711023;PRODUCTOS MUNDIALES SAC;INTELIBPO;3194;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
3439387;CORPORACION STERILAB S.A.C.;INTELIBPO;4951;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
9370782;REALCE ACABADOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;6057;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
8326182;HR CONSTRUCCIONES GENERALES E.I.R.L.;INTELIBPO;3126;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
5561037;SONNEN S.A.C.;INTELIBPO;5176;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
8626312;COMERCIAL TROQUEL PERU S.A.C.;INTELIBPO;8413;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS PRODUCTOS DE MADERA FABRICACI?N DE ART?CULOS DE CORCHO PAJA Y MATERIALES TRENZABLES
6857001;MS GROUP OPERADOR LOGISTICO S.A.C.-MS GROUP LOGISTIC;INTELIBPO;6030;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
3446056;CORPORACION AVANZA  Y  ASOCIADOS S.A.C.;INTELIBPO;4750;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
7120669;RUIZ PUELLES CONSTRUCTORES SOCIEDAD ANONIMA CERRADA;INTELIBPO;5196;TUMBES;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
4618951;CORPORACION REYPACK SOCIEDAD ANONIMA CERRADA;INTELIBPO;6110;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
7271090;NEGOCIOS EMPRESARIALES TORRES PIZAN E.I.R.L.;INTELIBPO;7190;LA LIBERTAD;PERU;EXPLOTACI?N DE MINAS Y CANTERAS;EXTRACCI?N DE OTROS MINERALES METAL?FEROS NO FERROSOS
7493009;ALONMAYER E.I.R.L.;INTELIBPO;3504;LA LIBERTAD;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA EQUIPO Y BIENES TANGIBLES
4413308;PLANNING SERVICES S.A.C.;INTELIBPO;2307;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;OTRAS ACTIVIDADES DE DOTACI?N DE RECURSOS HUMANOS
8165028;RVA ELECTRO CORP E.I.R.L.;INTELIBPO;8830;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;REPARACI?N DE EQUIPO EL?CTRICO
9251923;DMS SERVICES E.I.R.L.;INTELIBPO;9495;AREQUIPA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE RECIPIENTES DE MADERA
5249357;VIDRIERIA LIMA S.A.C.;INTELIBPO;2136;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
